"統計名：","令和２年国勢調査 人口等基本集計　（主な内容：男女・年齢・配偶関係，世帯の構成，住居の状態，母子・父子世帯，国籍など）"
"表番号：","2-7-1"
"表題：","[総人口・総世帯数・男女・年齢・配偶関係] 男女，年齢（5歳階級），国籍総数か日本人別人口－全国，都道府県，市区町村（2000年（平成12年）市区町村含む）"
"実施年月：","2020年","10月"
"市区町村時点（年月日）：","-"

"***","当該数値がないもの"
"-","当該数値がないもの"

"","","","","","","","","","","/年齢 コード","00","01","02","03","04","05","06","07","08","09","10","11","12","13","14","15","16","17","18","19","20","21","22","R1","R2","R3","R4","R5","R6"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","01368","（旧：瀬棚町）","","1,615","27","31","46","40","28","31","38","65","75","106","121","95","121","182","166","164","128","83","55","10","2","1","104","720","790","442","150","862"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","01369","（旧：北檜山町）","","4,503","110","148","165","112","116","157","148","233","248","309","241","260","321","431","422","338","298","241","142","45","13","5","423","2,145","1,930","1,077","441","2,464"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","01391","島牧村","","1,356","41","40","31","31","33","59","59","60","70","90","99","85","94","110","128","124","109","56","33","4","-","-","112","680","564","326","93","759"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","01392","寿都町","","2,838","65","93","100","89","87","115","116","159","170","176","145","154","200","269","257","217","175","141","86","18","4","2","258","1,411","1,167","641","249","1,591"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","01393","黒松内町","","2,791","71","109","124","82","74","114","115","129","148","179","158","181","205","211","205","173","169","185","113","39","7","-","304","1,385","1,102","686","344","1,514"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","01394","蘭越町","","4,568","139","156","158","140","131","132","160","230","245","274","286","335","352","412","413","318","283","227","133","35","7","2","453","2,285","1,828","1,003","402","2,557"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","01395","ニセコ町","","5,074","195","235","189","131","119","174","251","355","371","442","320","343","291","341","329","211","184","137","81","20","4","351","619","2,797","1,307","637","242","3,007"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","01396","真狩村","","2,045","78","82","82","106","42","64","90","122","158","127","102","136","151","151","165","126","102","92","51","13","5","-","242","1,098","705","389","161","1,143"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","01397","留寿都村","","1,911","76","68","90","83","118","134","113","111","126","114","122","130","133","131","92","84","75","59","45","6","1","-","234","1,184","493","270","111","1,232"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","01398","喜茂別町","","2,156","53","51","73","41","65","82","81","115","126","135","121","146","132","147","191","155","133","92","61","24","2","130","177","1,044","805","467","179","1,150"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","01399","京極町","","2,941","73","101","123","90","66","95","129","129","194","215","176","174","178","236","239","176","174","154","103","27","5","84","297","1,446","1,114","639","289","1,592"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","01400","倶知安町","","15,129","623","690","628","477","586","808","908","1,097","1,175","1,234","1,026","911","874","892","1,001","678","550","373","179","53","5","361","1,941","9,096","3,731","1,838","610","9,511"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","01401","共和町","","5,772","199","229","222","191","194","281","286","302","353","441","415","418","392","425","417","359","309","213","69","24","10","23","650","3,273","1,826","984","316","3,507"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","01402","岩内町","","11,648","302","396","408","371","332","434","458","578","656","868","804","879","777","1,021","1,060","842","766","419","205","43","8","21","1,106","6,157","4,364","2,283","675","6,807"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","01403","泊村","","1,569","43","37","67","48","42","62","60","69","108","122","91","99","96","120","122","119","99","87","59","18","1","-","147","797","625","383","165","869"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","01404","神恵内村","","870","15","23","27","18","9","18","26","31","34","47","59","50","65","87","81","69","73","76","51","10","1","-","65","357","448","280","138","426"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","01405","積丹町","","1,831","45","47","56","49","27","56","46","54","81","118","129","133","130","176","207","155","143","113","50","15","-","1","148","823","859","476","178","950"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","01406","古平町","","2,745","52","68","87","59","69","78","64","117","148","181","190","188","203","244","267","220","204","140","65","13","1","87","207","1,297","1,154","643","219","1,482"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","01407","仁木町","","3,180","92","114","138","128","96","93","121","138","187","184","189","211","207","293","316","247","199","126","68","24","9","-","344","1,554","1,282","673","227","1,719"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","01408","余市町","","18,000","473","556","638","819","553","598","640","795","972","1,159","1,123","1,151","1,210","1,646","1,784","1,265","1,192","814","412","128","19","53","1,667","9,020","7,260","3,830","1,373","9,847"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","01409","赤井川村","","1,165","39","29","63","36","32","64","66","78","79","96","76","80","66","84","92","59","62","38","18","8","-","-","131","673","361","185","64","721"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","01423","南幌町","","7,319","193","240","260","271","227","216","312","317","324","453","551","720","666","636","605","419","402","304","138","41","10","14","693","4,057","2,555","1,314","493","4,422"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","01424","奈井江町","","5,120","132","148","159","190","151","140","181","187","258","349","316","352","366","472","481","414","371","262","132","44","13","2","439","2,490","2,189","1,236","451","2,772"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","01425","上砂川町","","2,841","43","69","70","88","75","77","86","81","133","174","148","156","183","278","319","311","249","179","97","20","5","-","182","1,201","1,458","861","301","1,391"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","01427","由仁町","","4,822","98","163","140","175","108","115","182","192","278","279","293","352","350","461","448","381","360","238","117","34","5","53","401","2,324","2,044","1,135","394","2,610"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","01428","長沼町","","10,289","249","340","421","351","334","330","439","505","523","672","650","734","742","862","888","725","623","494","284","84","9","30","1,010","5,280","3,969","2,219","871","5,791"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","01429","栗山町","","11,272","294","400","389","426","304","331","436","503","638","760","676","728","726","952","1,086","880","771","562","279","88","18","25","1,083","5,528","4,636","2,598","947","6,054"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","01430","月形町","","3,691","64","72","78","67","106","121","173","181","251","324","285","298","258","290","304","224","217","184","106","37","14","37","214","2,064","1,376","782","341","2,287"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","01431","浦臼町","","1,732","45","61","67","52","41","44","48","79","103","109","87","103","115","193","153","142","127","87","57","14","4","1","173","781","777","431","162","922"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","01432","新十津川町","","6,484","207","251","261","226","163","165","268","280","330","410","409","403","445","524","605","466","497","333","169","58","14","-","719","3,099","2,666","1,537","574","3,397"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","01433","妹背牛町","","2,693","48","72","97","84","78","65","73","94","146","144","164","167","192","255","310","231","216","155","77","24","1","-","217","1,207","1,269","704","257","1,378"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","01434","秩父別町","","2,329","70","91","68","54","85","56","108","103","116","111","140","146","174","181","214","192","150","142","80","23","3","22","229","1,093","985","590","248","1,220"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","01436","雨竜町","","2,389","48","75","71","192","62","63","59","108","130","142","126","157","147","197","224","166","184","140","63","27","8","-","194","1,186","1,009","588","238","1,191"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","01437","北竜町","","1,724","53","52","57","46","30","61","68","71","94","90","96","96","135","131","159","170","131","103","58","20","3","-","162","787","775","485","184","872"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","01438","沼田町","","2,909","83","83","91","92","65","92","117","108","150","168","188","215","217","234","290","211","210","167","98","26","4","-","257","1,412","1,240","716","295","1,554"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","01452","鷹栖町","","6,567","191","253","360","372","176","136","230","277","469","516","429","428","458","523","567","425","341","263","113","35","5","-","804","3,491","2,272","1,182","416","3,642"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","01453","東神楽町","","10,127","422","549","574","485","286","310","430","585","676","803","733","673","657","699","686","515","429","349","187","56","8","15","1,545","5,638","2,929","1,544","600","5,852"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","01454","当麻町","","6,319","177","227","245","241","169","159","232","283","321","379","372","420","435","505","622","453","462","349","195","68","5","-","649","3,011","2,659","1,532","617","3,275"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","01455","比布町","","3,520","100","123","130","115","79","93","131","175","174","241","206","225","267","290","323","264","275","188","93","24","4","-","353","1,706","1,461","848","309","1,881"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","01456","愛別町","","2,605","51","82","88","86","89","56","86","94","131","154","149","142","191","229","274","236","208","160","70","24","5","-","221","1,178","1,206","703","259","1,321"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","01457","上川町","","3,500","81","87","95","120","124","127","154","141","183","188","200","218","232","316","354","272","303","206","79","18","2","-","263","1,687","1,550","880","305","1,883"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","01458","東川町","","8,314","316","378","391","391","337","287","363","432","582","654","525","460","438","576","693","515","414","312","193","46","10","1","1,085","4,469","2,759","1,490","561","4,654"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","01459","美瑛町","","9,668","224","342","361","386","317","335","352","452","528","670","646","677","629","787","829","672","645","496","246","62","12","-","927","4,992","3,749","2,133","816","5,393"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","01460","上富良野町","","10,348","347","405","443","472","515","463","510","581","679","670","631","600","620","726","828","597","589","364","171","32","7","98","1,195","5,741","3,314","1,760","574","5,995"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","01461","中富良野町","","4,733","166","197","231","193","108","160","156","239","311","288","285","338","328","381","388","291","293","245","97","33","3","2","594","2,406","1,731","962","378","2,594"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","01462","南富良野町","","2,376","81","96","73","92","75","115","124","140","135","171","192","146","165","160","168","128","128","94","68","13","7","5","250","1,355","766","438","182","1,423"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","01463","占冠村","","1,306","36","29","35","28","90","129","86","68","100","110","81","85","70","82","81","44","44","39","14","1","-","54","100","847","305","142","54","901"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","01464","和寒町","","3,192","77","105","126","102","91","89","98","134","180","179","188","177","232","254","307","272","248","171","114","37","11","-","308","1,470","1,414","853","333","1,622"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","01465","剣淵町","","2,926","90","79","110","127","68","80","91","143","176","180","150","194","242","293","245","203","179","158","85","25","8","-","279","1,451","1,196","658","276","1,617"
